item_id,title_zh,title_en,previous_status,new_status,inferred_artists,inferred_domains,inferred_collection_urls,match_types,match_folders,match_paths
a363799c7029,红牡丹,Red Peony,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,filename,USED 05 artist_artron_guanpuxue,add pic/artist.artron.net/USED 05 artist_artron_guanpuxue/红牡丹.jpg
00efdeeb5602,暗潮,Undercurrent,no_collection_url_available,source_collection_inferred_from_local_title,Shepard Fairey,artmajeur.com,https://www.artmajeur.com/obey-shepard-fairey,translation_cache,11 Shepard Fairey,add pic/artmajeur.com/11 Shepard Fairey/_title_translation_cache.json
853726305a18,快乐,Joy,no_collection_url_available,source_collection_inferred_from_local_title,Annabelle Amory,artmajeur.com,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,translation_cache,USED 21 Annabelle Amory,add pic/artmajeur.com/USED 21 Annabelle Amory/_title_translation_cache.json
91cdf479eba2,草原牧场,Grassland Pasture,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘; 海阳,mazhangcheng.artron.net; haiyang.artron.net,https://mazhangcheng.artron.net/; https://haiyang.artron.net/works_index_1,filename,USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang/草原牧场.jpg
d29c30fd26e2,黄花城长城脚下,At the Foot of Huanghuacheng Great Wall,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/黄花城长城脚下.jpg
5d31018194ba,山秋,Autumn Mountain,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,filename,USED 07 artist_artron_mazhangcheng1-16,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng1-16/山秋.jpg
abe7454078ed,花旗藤,Wisteria,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/花旗藤.jpg
bfa34097d572,救命,Lifesaver,no_collection_url_available,source_collection_inferred_from_local_title,Igor Shulman,artmajeur.com,https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191,filename,USED 19 Igor Shulman,add pic/artmajeur.com/USED 19 Igor Shulman/救命！！！.jpg
b793fc7423a7,纯净的风景,Pure Landscape,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,阿丁,ading.artron.net,https://ading.artron.net/,filename,USED 02artist_artron_ading,add pic/artist.artron.net/USED 02artist_artron_ading/纯净的风景.jpg
f04b1f0b31f3,《脉之歌》,Song of the Pulse,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《脉之歌》.jpg
61a49d987245,《班公湖夜色》,Night Scene at Bangong Lake,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《班公湖夜色》.jpg
504f295bb23d,幽竹,Quiet Bamboo,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,filename,USED 07 artist_artron_mazhangcheng1-16,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng1-16/幽竹.jpg
f7513c4b7f7f,爱丽丝,Alice,no_collection_url_available,source_collection_inferred_from_local_title,Annabelle Amory,artmajeur.com,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,translation_cache,USED 21 Annabelle Amory,add pic/artmajeur.com/USED 21 Annabelle Amory/_title_translation_cache.json
77516cda554b,竹之气节,The Spirit of Bamboo,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,filename,USED 07 artist_artron_mazhangcheng1-16,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng1-16/竹之气节.jpg
41f2b54f4612,香山晴雪,Fragrant Hills in Clear Snow,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/香山晴雪.jpg
7f350fb01a7f,梦高原,Dream Plateau,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/梦高原.jpg
25e9eca69842,深红色的背景,Crimson Background,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/深红色的背景.jpg
1a8052c3eb75,布达拉宫,Potala Palace,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/布达拉宫.jpg
b7c6eb36b083,外面的世界,The Outside World,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/外面的世界.jpg
97d10b85be9a,昆仑山下,Beneath Kunlun Mountain,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/昆仑山下.jpg
54282b51fe41,《祖国无处不风光》,Beauty of the Motherland Everywhere,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《祖国无处不风光》.jpg
ca9a04d329e8,佛香阁,Pavilion of Buddhist Incense,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize1-5,add pic/artist.artron.net/USED 08 artist_artron_daize1-5/佛香阁.jpg
d1436b16d536,香溪,Fragrant Creek,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/香溪.jpg
2032d4802382,金百合,Golden Lily,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,filename,USED 05 artist_artron_guanpuxue,add pic/artist.artron.net/USED 05 artist_artron_guanpuxue/金百合.jpg
7de06ae40d68,草原的风,Wind of the Grassland,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘; 海阳,mazhangcheng.artron.net; haiyang.artron.net,https://mazhangcheng.artron.net/; https://haiyang.artron.net/works_index_1,filename,USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang/草原的风.jpg
c4b250c0e144,《伽玛射线》,Gamma Rays,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《伽玛射线》.jpg
b22b74c45116,小熊同他的妈妈,Bear Cub and His Mother,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize1-5,add pic/artist.artron.net/USED 08 artist_artron_daize1-5/小熊同他的妈妈.jpg
4ca86fb04c8e,流云,Floating Clouds,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘; 海阳,mazhangcheng.artron.net; haiyang.artron.net,https://mazhangcheng.artron.net/; https://haiyang.artron.net/works_index_1,filename,USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang/流云.jpg
debddb57feb5,超级利益链——旋转,Super Profit Chain - Rotation,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,焦小健,baike.artron.net,https://baike.artron.net/artist?id=1958,filename,USED 06artist_artron_jiaoxiaojian,add pic/artist.artron.net/USED 06artist_artron_jiaoxiaojian/超级利益链——旋转.jpg
294dcdf6f8be,充满阳光的日子,Sunny Days,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘; 海阳,mazhangcheng.artron.net; haiyang.artron.net,https://mazhangcheng.artron.net/; https://haiyang.artron.net/works_index_1,filename,USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang/充满阳光的日子.jpg
603ff0f1c705,都江堰,Dujiangyan,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/都江堰.jpg
6f938b0a5192,山有灵气山中净,"The Spirit of the Mountain, Purity Within",no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,filename,USED 07 artist_artron_mazhangcheng1-16,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng1-16/山有灵气山中净.jpg
fd385674583e,《量子射爆》,Quantum Blast,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《量子射爆》.jpg
43424ef93c33,夜宴,Night Banquet,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,焦小健,baike.artron.net,https://baike.artron.net/artist?id=1958,filename,USED 06artist_artron_jiaoxiaojian,add pic/artist.artron.net/USED 06artist_artron_jiaoxiaojian/夜宴.jpg
dd86e837c63d,奶香四溢,Milky Aroma,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/奶香四溢.jpg
b073dc191b4c,归真园,Garden of Return to Truth,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,filename,USED 05 artist_artron_guanpuxue,add pic/artist.artron.net/USED 05 artist_artron_guanpuxue/归真园.jpg
498b53dc5cbb,北方,North,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,filename,USED 05 artist_artron_guanpuxue,add pic/artist.artron.net/USED 05 artist_artron_guanpuxue/北方.jpg
bf2f00b783de,王府井教堂,Wangfujing Cathedral,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/王府井教堂.jpg
c4f3be0a5f43,《天堂运动会》,Heavenly Games,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《天堂运动会》.jpg
08915938087b,《金色童年》,Golden Childhood,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣; 毛锎,hanyuchen.artron.net; maokaiart.com,https://hanyuchen.artron.net/; http://www.maokaiart.com/,filename,USED 04 artist_artron_hanyuchen; 15 artist_artistweb_maokai,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/《金色童年》.jpg; add pic/artist.artron.net/15 artist_artistweb_maokai/金色童年.jpg
045cf7836f97,月季,Rose,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/月季.jpg
03811fde9e80,《童年》油画,Childhood,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/《童年》油画.jpg
c79edaa50db2,《天外来客》,Visitor from Beyond,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《天外来客》.jpg
f2fc6edc033e,清幽,Tranquility,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,filename,USED 07 artist_artron_mazhangcheng1-16,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng1-16/清幽.jpg
5a5b370a1336,寺庙高严,Majestic Temple,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/寺庙高严.jpg
7fd15d3da690,重庆梯归,Chongqing Steps Home,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/重庆梯归.jpg
115e1244e766,移民入侵,Immigrant Invasion,no_collection_url_available,source_collection_inferred_from_local_title,Dags Vidulejs,artmajeur.com,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,translation_cache,USED 26 Dags Vidulejs,add pic/artmajeur.com/USED 26 Dags Vidulejs/_title_translation_cache.json
92fd1878563d,国色天香,National Beauty and Heavenly Fragrance,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,filename,USED 07 artist_artron_mazhangcheng1-16,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng1-16/国色天香.jpg
42f559ba1e60,大地&有意味的形 (2),Earth & Meaningful Form (2),no_collection_url_available,source_collection_inferred_from_local_title,常世江,changshijiang.artron.net,https://changshijiang.artron.net/works_index_1,filename,19 artist_artron_常世江,add pic/artist.artron.net/19 artist_artron_常世江/大地&有意味的形.jpg
d02da722fbc0,大众娱乐,Mass Entertainment,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,焦小健,baike.artron.net,https://baike.artron.net/artist?id=1958,filename,USED 06artist_artron_jiaoxiaojian,add pic/artist.artron.net/USED 06artist_artron_jiaoxiaojian/大众娱乐.jpg
f862fe0b370a,灰城-微光,Gray City - Glimmer,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,铁心,tiexin.artron.net,https://tiexin.artron.net/,filename,USED 03artist_artron_tiexin,add pic/artist.artron.net/USED 03artist_artron_tiexin/灰城-微光.jpg
85f90c5f8af2,力量,Strength,no_collection_url_available,source_collection_inferred_from_local_title,Shepard Fairey,artmajeur.com,https://www.artmajeur.com/obey-shepard-fairey,translation_cache,11 Shepard Fairey,add pic/artmajeur.com/11 Shepard Fairey/_title_translation_cache.json
a4e6fec56298,芙蓉葵,Hibiscus,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,岳敏君,yueminjun.artron.net,https://yueminjun.artron.net/,filename,USED 09 artist_artron_yueminjun,add pic/artist.artron.net/USED 09 artist_artron_yueminjun/芙蓉葵.jpg
9d7a11e43bc7,吉祥长白山 (2),Auspicious Changbai Mountain (2),no_collection_url_available,source_collection_inferred_from_local_title,常世江,changshijiang.artron.net,https://changshijiang.artron.net/works_index_1,filename,19 artist_artron_常世江,add pic/artist.artron.net/19 artist_artron_常世江/吉祥长白山.jpg
2d6a67998ee2,老胡同别有洞天,Hidden Charms of Old Hutongs,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize1-5,add pic/artist.artron.net/USED 08 artist_artron_daize1-5/老胡同别有洞天.jpg
fc9b38daa21c,寂,Silence,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,filename,USED 05 artist_artron_guanpuxue,add pic/artist.artron.net/USED 05 artist_artron_guanpuxue/寂.jpg
23ec133d3d4e,圣泉云烟,Sacred Spring Mist,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/圣泉云烟.jpg
6e0c819329e8,走向牧场,Heading to the Pasture,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/走向牧场.jpg
788ab7182de5,老佟与列宁,Old Tong and Lenin,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/老佟与列宁.jpg
72a90ad97372,神往,Yearning,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/神往.jpg
01293d780b87,君子大成,Noble Perfection,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,filename,USED 07 artist_artron_mazhangcheng1-16,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng1-16/君子大成.jpg
42a87679d424,农民小组会,Farmers' Group Meeting,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/农民小组会.jpg
789c11c8dbf2,山水,Landscape,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,filename,USED 07 artist_artron_mazhangcheng1-16,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng1-16/山水.jpg
5b06712435a5,北海团城,Beihai Round City,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/北海团城.jpg
4bf5c821834c,北京平原,Beijing Plains,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/北京平原.jpg
6810b355f688,月下独钓图,Fishing Alone Under the Moon,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,阿丁,ading.artron.net,https://ading.artron.net/,filename,USED 02artist_artron_ading,add pic/artist.artron.net/USED 02artist_artron_ading/月下独钓图.jpg
6a967efc3802,抗议,Protest,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/抗议.jpg
abc40582ad32,正义,Justice,no_collection_url_available,source_collection_inferred_from_local_title,Shepard Fairey,artmajeur.com,https://www.artmajeur.com/obey-shepard-fairey,translation_cache,11 Shepard Fairey,add pic/artmajeur.com/11 Shepard Fairey/_title_translation_cache.json
6535fb86d150,西藏门巴族的小屋,Hut of the Monba People in Tibet,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/西藏门巴族的小屋.jpg
f3ed98efeb12,暴雨来临之前,Before the Storm,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘; 海阳,mazhangcheng.artron.net; haiyang.artron.net,https://mazhangcheng.artron.net/; https://haiyang.artron.net/works_index_1,filename,USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng 10 artist_artron_haiyang/暴雨来临之前.jpg
60bbc823c06c,君子之风,Noble Virtue,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,filename,USED 07 artist_artron_mazhangcheng1-16,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng1-16/君子之风.jpg
fa877f8b0325,《荷塘追梦系列之八》,Pursuing Dreams in the Lotus Pond Series No. 8,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,铁心,tiexin.artron.net,https://tiexin.artron.net/,filename,USED 03artist_artron_tiexin,add pic/artist.artron.net/USED 03artist_artron_tiexin/《荷塘追梦系列之八》.jpg
9bd8813df63d,太行山下,Beneath the Taihang Mountains,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize1-5,add pic/artist.artron.net/USED 08 artist_artron_daize1-5/太行山下.jpg
a232f0ae3120,憧憬,Longing,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/憧憬.jpg
4cfa5d634d89,沙坪坝,Shapingba,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/沙坪坝.jpg
4affcc120492,休憩,Repose,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/休憩.jpg
54ca36a15c14,艾中信先生,Mr. Ai Zhongxin,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/艾中信先生.jpg
080e3d2b16d1,马兰村的小姑娘,The Little Girl from Malan Village,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/马兰村的小姑娘.jpg
71262447b9c5,生活,Life,no_collection_url_available,source_collection_inferred_from_local_title,Awe Haiwe,artmajeur.com,https://www.artmajeur.com/awe-haiwe?view=grid&collections%5B%5D=2197639,translation_cache,10 Awe Haiwe,add pic/artmajeur.com/10 Awe Haiwe/_title_translation_cache.json
c19529de59b1,母爱(1),Maternal Love (1),no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,filename,USED 13 artist_artron_sudachao,add pic/artist.artron.net/USED 13 artist_artron_sudachao/母爱(1).jpg
ca42e95c3b3b,岁月悠悠,The Passage of Time,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/岁月悠悠.jpg
074618c0df66,百丈飞泉,Hundred-Foot Waterfall,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,阿丁,ading.artron.net,https://ading.artron.net/,filename,USED 02artist_artron_ading,add pic/artist.artron.net/USED 02artist_artron_ading/百丈飞泉.jpg
9b6d4abbdc6d,秋收,Autumn Harvest,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize1-5,add pic/artist.artron.net/USED 08 artist_artron_daize1-5/秋收.jpg
2b70b23d92f2,《苍穹》,Firmament,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《苍穹》.jpg
021ccbdcfcdc,《有格调》,Sophisticated,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,filename,USED 23 artist_artron_黄建南,add pic/artist.artron.net/USED 23 artist_artron_黄建南/《有格调》.jpg
72a078c649f4,南尼巴,Nanny Bar,no_collection_url_available,source_collection_inferred_from_local_title,Awe Haiwe,artmajeur.com,https://www.artmajeur.com/awe-haiwe?view=grid&collections%5B%5D=2197639,translation_cache,10 Awe Haiwe,add pic/artmajeur.com/10 Awe Haiwe/_title_translation_cache.json
8e6c65fee62a,兰心如君子,Orchid Heart Like a Gentleman,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,filename,USED 07 artist_artron_mazhangcheng1-16,add pic/artist.artron.net/USED 07 artist_artron_mazhangcheng1-16/兰心如君子.jpg
b8c12223ba60,松江水镇,Songjiang Water Town,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/松江水镇.jpg
86f653917ec2,成都青羊宫茶馆,"Teahouse at Qingyang Palace, Chengdu",no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,戴泽,daize.artron.net,https://daize.artron.net/,filename,USED 08 artist_artron_daize5-22,add pic/artist.artron.net/USED 08 artist_artron_daize5-22/成都青羊宫茶馆.jpg
8b92b6d285f6,慈祥,Kindness,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,filename,USED 04 artist_artron_hanyuchen,add pic/artist.artron.net/USED 04 artist_artron_hanyuchen/慈祥.jpg
6b7d864c888e,山中隐者,Hermit in the Mountains,no_work_url_match_on_collection_pages,no_work_url_match_on_collection_pages,岳敏君,yueminjun.artron.net,https://yueminjun.artron.net/,filename,USED 09 artist_artron_yueminjun,add pic/artist.artron.net/USED 09 artist_artron_yueminjun/山中隐者.jpg
