item_id,title_zh,title_en,match_status,candidate_count,candidate_artists_or_collections,candidate_domains,candidate_source_page_urls,candidate_titles
aa04d3a59666,昨晚回家晚了,Got Home Late Last Night,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,昨晚回家晚了
3a775e620d08,拙劣的时光,Awkward Times,exact_single,1,,,,拙劣的时光
7abd4bc6b427,交错舞步,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,交错舞步
0c4c376fd752,在无花果树荫下,,exact_single,1,Alain Vintenon,artmajeur.com,https://www.artmajeur.com/alain-vintenon?view=grid&collections%5B%5D=2312140,在无花果树荫下
a00325882fb9,手势,,exact_single,1,Viktor Sheleg,artmajeur.com,https://www.artmajeur.com/zh/yi-shu-pin?hybrid_query=%20Viktor%20Sheleg%20,手势
4c25ac9780ad,永恒的爱侣,,unmatched,0,,,,
515a5b3133a9,火灾,Fire,exact_single,1,,,,火灾
e12380e35ca6,牛头怪,Minotaur,exact_single,1,,,,牛头怪
21b748333617,圣诞童话,,exact_single,1,Dags Vidulejs,artmajeur.com,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,圣诞童话
24ba661732cd,邻居的日常生活,,exact_single,1,Dags Vidulejs,artmajeur.com,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,邻居的日常生活
7ebd9e449369,《荷塘追梦系列之六》,Pursuing Dreams in the Lotus Pond Series No. 6,exact_single,1,铁心,tiexin.artron.net,https://tiexin.artron.net/,《荷塘追梦系列之六》
ea48b59e8c1c,徐悲鸿,Xu Beihong,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,徐悲鸿
279901b23290,《超能量》,Super Energy,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,《超能量》
6906596220e0,初春知山青,"Early Spring, Knowing the Mountains are Green",exact_single,1,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,初春知山青
24fdad87bf82,被遗忘的玩具,Forgotten Toys,exact_single,1,,,,被遗忘的玩具
438a768615a3,童趣天成,Innocence Naturally,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,童趣天成
2a77f41f7618,社会主义民主德国见闻·柏林街头的火车,Train on the Streets of Berlin,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,社会主义民主德国见闻·柏林街头的火车
a8132cc930c9,花开富贵,Blooming Prosperity,ambiguous,2,海阳; 马章乘,haiyang.artron.net; mazhangcheng.artron.net,https://haiyang.artron.net/works_index_1; https://mazhangcheng.artron.net/,花开富贵
37c03019096a,关于人和鸟,,exact_single,1,Igor Shulman,artmajeur.com,https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191,关于人和鸟
3714cb01b381,爱,Love,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,爱
4e8cf82d22dd,冰荷花,Frozen Lotus,exact_single,1,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,冰荷花
b38ea6b2f3f9,吻,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,吻
08c6e2d550ba,平静的湖,Calm Lake,exact_single,1,苏阳阳,artist.artron.net,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,平静的湖
ef298d42dcb3,入胜,Enthralling,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,入胜
690091d15403,犀之爱,Rhinoceros Love,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,犀之爱
2e127cc1741f,楠楠的幸福,Nan's Happiness,exact_single,1,海阳,haiyang.artron.net,https://haiyang.artron.net/works_index_1,楠楠的幸福
242613ff3ffe,死亡的快乐马戏团再次来到镇上,,exact_single,1,Viktor Sheleg,artmajeur.com,https://www.artmajeur.com/zh/yi-shu-pin?hybrid_query=%20Viktor%20Sheleg%20,死亡的快乐马戏团再次来到镇上
70b2a8615a4b,中央美院旧址,Former Site of the Central Academy of Fine Arts,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,中央美院旧址
bd2e9a0420fb,情侣,Couple,exact_single,1,,,,情侣
9b45ce47e3a3,俯瞰雪山,Overlooking Snow Mountain,exact_single,1,尘三,artist.artron.net,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,俯瞰雪山
24f730159543,丘比特与蓝鸟,Cupid and the Bluebird,exact_single,1,Picrate,artmajeur.com,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,丘比特与蓝鸟
25e948ee6e29,金婚庆典,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,金婚庆典
c31d55b83053,《山魂》,Mountain Soul,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,《山魂》
ae3fa8bc7708,隆胸,Breast Augmentation,exact_single,1,,,,隆胸
edc0c121e913,亲密的幸福感,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,亲密的幸福感
221db885cfc0,生命之花,Flower of Life,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,生命之花
187d0f33837e,江南山水,Jiangnan Landscape,exact_single,1,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,江南山水
4742f89b46a4,自由的马,Horse of Freedom,exact_single,1,苏阳阳,artist.artron.net,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,自由的马
2ebc385753bb,向上,,exact_single,1,Antoine Alran,artmajeur.com,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799,向上
ea18ed368692,沐雪,Snow Bath,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,沐雪
54820674c2de,马拉巴尔的时光,,exact_single,1,Ta,artmajeur.com,https://www.artmajeur.com/ta00?view=grid&collections%5B0%5D=2214331&page=1,马拉巴尔的时光
d11570f99aea,未来的幽灵,Specters of the Future,exact_single,1,,,,未来的幽灵
8ca1fe82e404,野性低语,Whispers of the Wild,exact_single,1,,,,野性低语
d1d1cc8a6540,拥抱,Embrace,exact_single,1,,,,拥抱
0e42106d4e5d,《财神-来客》,God of Wealth - Visitor,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,《财神-来客》
c49334837975,维族女大夫,Uyghur Female Doctor,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,维族女大夫
f3274e0cb018,然乌湖上,Above Ranwu Lake,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,然乌湖上
aafc679bb369,攀登,Ascent,ambiguous,2,陈可之,chenkezhi.artron.net,https://chenkezhi.artron.net/works_index_1,攀登
55552ff4cf01,水果碗,Fruit Bowl,exact_single,1,,,,水果碗
824073da84f8,催眠,,exact_single,1,Claire Denarie-Soffietti,artmajeur.com,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,催眠
fbb6afb33008,跟随我,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,跟随我
cdc74335c731,危险之花,Perilous Bloom,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,危险之花
feb7cc752aeb,光辉者,The Luminous One,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,光辉者
e8a22fc271c3,牛&羊&马,"Cattle, Sheep, and Horse",exact_single,1,,,,牛&羊&马
26e786725d68,红荷,Red Lotus,exact_single,1,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,红荷
6e4f70e87e2a,双胞胎,Twins,exact_single,1,,,,双胞胎
698916fa730e,恐惧与美丽,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,恐惧与美丽
0b504a914864,孤独的十三种形式,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,孤独的十三种形式
49491744a221,欧盟议会. 真理部,European Parliament: Ministry of Truth,exact_single,1,,,,欧盟议会. 真理部
b6a9dd8b160d,多肉植物,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,多肉植物
46a9f9cc9b63,佛说之二,Buddha Speaks II,exact_single,1,海阳,haiyang.artron.net,https://haiyang.artron.net/works_index_1,佛说之二
bce662082939,要,Want,exact_single,1,,,,要
63f27c874c93,衰亡与重生,,exact_single,1,Alex Senchenko,artmajeur.com,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,衰亡与重生
55f16309af16,薛涛井,Xue Tao Well,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,薛涛井
f1968e5f13bd,阴谋,Conspiracy,exact_single,1,,,,阴谋
be09a41ed56d,想,Thoughts,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,想
81f6410d0bc7,超人,Superman,exact_single,1,,,,超人
44b1f11fdaae,三重奏,,exact_single,1,Jean Luc Michon,artmajeur.com,https://www.artmajeur.com/jean-luc-michon?view=grid&collections%5B%5D=2220361,三重奏
4740a2f42eaa,祷,Prayer,unmatched,0,,,,
5ddc1f67ecc3,月之泪,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,月之泪
315a945823c3,乡村的一部分,A Part of the Countryside,exact_single,1,,,,乡村的一部分
3d0784449964,花开见佛,Blossoms Reveal Buddha,unmatched,0,,,,
5cc9e4ef008b,建筑纹理 2025,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,建筑纹理 2025
a2cddf0e6eeb,自我之蚀,,exact_single,1,Bogdan Dide,artmajeur.com,https://www.artmajeur.com/bogdan-dide?view=grid&collections%5B%5D=1714582,自我之蚀
ae1f62637d2b,爵士乐队 1,,exact_single,1,Jean Luc Michon,artmajeur.com,https://www.artmajeur.com/jean-luc-michon?view=grid&collections%5B%5D=2220361,爵士乐队 1
27f70741ed56,我爱你,,exact_single,1,Antoine Alran,artmajeur.com,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799,我爱你
b7968aedadc5,花卉节奏,,exact_single,1,Alex Senchenko,artmajeur.com,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,花卉节奏
b83d22c85cbc,坝上春色,Spring Colors on the Dam,exact_single,1,苏阳阳,artist.artron.net,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,坝上春色
6321cf36a06c,阳光下,In the Sun,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,阳光下
87616f06a1b7,旅行的艺术,The Art of Travel,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,旅行的艺术
a033b6741022,异恐症,异恐症,exact_single,1,,,,异恐症
3c9507b98c9a,橄榄树,,exact_single,1,Manolis Maridakis,artmajeur.com,https://www.artmajeur.com/manolis-maridakis?view=grid&collections%5B%5D=2471758,橄榄树
faf09d21ad38,翠日,Jade Sun,exact_single,1,尘三,artist.artron.net,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,翠日
fdeb5e436b16,埃隆·马斯克推特带来言论自由的希望,Elon Musk's Twitter Brings Hope for Free Speech,exact_single,1,,,,埃隆·马斯克推特带来言论自由的希望
da0956903985,原子战争后的欧盟社会,Post-Atomic War European Union Society,exact_single,1,,,,原子战争后的欧盟社会
b47b82a49dbf,前门护城河边,By the Moat at Qianmen,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,前门护城河边
e295ccec406f,我的朋友自闭症者,My Friend with Autism,exact_single,1,,,,我的朋友自闭症者
c402603fc5d9,少女的心事,A Girl's Thoughts,exact_single,1,海阳,haiyang.artron.net,https://haiyang.artron.net/works_index_1,少女的心事
7b64927c8360,良知之案,Case of Conscience,exact_single,1,,,,良知之案
feda6912b8fb,我的美丽花园！,,unmatched,0,,,,
5e5774946afc,我的家,My Home,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,我的家
5ddffd24eba9,战争,War,exact_single,1,,,,战争
2957000c7eb1,爸爸的喇叭,,exact_single,1,Igor Shulman,artmajeur.com,https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191,爸爸的喇叭
32c426ef526c,放牧,Herding,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,放牧
a987f6dd98e2,东方之子,Child of the East,exact_single,1,,,,东方之子
80706b0a7e10,集市,Market,unmatched,0,,,,
d5a7c286c606,酷女孩_酷普桑_天才女孩,"Cool Girl, Cool Pusan, Genius Girl",exact_single,1,,,,酷女孩_酷普桑_天才女孩
abd845aba974,汉口码头,Hankou Wharf,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,汉口码头
550dec6accd8,爬行动物,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,爬行动物
fce710c630a2,胸有朝霞油画,Morning Glow in the Heart,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,胸有朝霞油画
01eedc4f0bde,轻盈的心,Light Heart,exact_single,1,Picrate,artmajeur.com,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,轻盈的心
f96ec088c4a6,无罪的惩罚,Innocent Punishment,exact_single,1,,,,无罪的惩罚
ffc7dd833b1f,飞鱼,Flying Fish,exact_single,1,Picrate,artmajeur.com,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,飞鱼
9a269e54660f,世界之王,King of the World,exact_single,1,,,,世界之王
479fd5f57272,酒精狂热,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,酒精狂热
041d78b3fe74,月落大道,Moonlit Avenue,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,月落大道
a363799c7029,红牡丹,Red Peony,exact_single,1,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,红牡丹
00efdeeb5602,暗潮,Undercurrent,exact_single,1,,,,暗潮
28c19f39268b,黎明,,exact_single,1,Nga Tran,artmajeur.com,https://www.artmajeur.com/nga-tran?view=grid&collections%5B%5D=2287606,黎明
50142a5ba6bb,通往耶路撒冷的路上,,unmatched,0,,,,
9c85df9ec3f4,海上的黎明,,unmatched,0,,,,
625823d46eb1,母爱,Maternal Love,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,母爱
853726305a18,快乐,Joy,exact_single,1,,,,快乐
a134c9d00012,献祭,Offering,ambiguous,2,,,,献祭; 献祭 
f303b15c874f,锁闭,Enclosure,exact_single,1,,,,锁闭
d5e60afbccdb,自由金笼,Golden Cage of Freedom,exact_single,1,,,,自由金笼
ee4282fd3b2c,死后的生活,Afterlife,exact_single,1,,,,死后的生活
23b89883c51a,粉彩幻想,,exact_single,1,Alex Senchenko,artmajeur.com,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,粉彩幻想
239837aad780,晨曦,Dawn,ambiguous,2,Ta; 海阳,artmajeur.com; haiyang.artron.net,https://haiyang.artron.net/works_index_1; https://www.artmajeur.com/ta00?view=grid&collections%5B0%5D=2214331&page=1,晨曦
91cdf479eba2,草原牧场,Grassland Pasture,exact_single,1,海阳,haiyang.artron.net,https://haiyang.artron.net/works_index_1,草原牧场
fc34ffd73288,人性生命探戈,,exact_single,1,Dags Vidulejs,artmajeur.com,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,人性生命探戈
2b5451ec845e,不是最好的肖像。,,exact_single,1,Igor Shulman,artmajeur.com,https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191,不是最好的肖像。
d29c30fd26e2,黄花城长城脚下,At the Foot of Huanghuacheng Great Wall,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,黄花城长城脚下
5d31018194ba,山秋,Autumn Mountain,exact_single,1,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,山秋
abe7454078ed,花旗藤,Wisteria,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,花旗藤
bfa34097d572,救命,Lifesaver,exact_single,1,,,,救命
ec449caa9784,琼斯夫人 1,,exact_single,1,Jean Luc Michon,artmajeur.com,https://www.artmajeur.com/jean-luc-michon?view=grid&collections%5B%5D=2220361,琼斯夫人 1
15fc1a0c70f3,她的色彩在他的世界里。风格的结合。,Her Colors in His World: A Fusion of Styles,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,她的色彩在他的世界里。风格的结合。
b9a212f5a0a3,启迪之街,Street of Inspiration,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,启迪之街
b793fc7423a7,纯净的风景,Pure Landscape,exact_single,1,阿丁,ading.artron.net,https://ading.artron.net/,纯净的风景
ae0752678846,黑色之美,The Beauty of Black,exact_single,1,Oluwapelumi Olaosun,artmajeur.com,https://www.artmajeur.com/oluwapelumi-olaosun?view=grid&collections%5B%5D=2301889,黑色之美
177248a0aa54,把飞鱼关进笼子里,Caging the Flying Fish,exact_single,1,,,,把飞鱼关进笼子里 
f04b1f0b31f3,《脉之歌》,Song of the Pulse,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,《脉之歌》
61a49d987245,《班公湖夜色》,Night Scene at Bangong Lake,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,《班公湖夜色》
97ed6cda79b4,耐心,,exact_single,1,Annabelle Amory,artmajeur.com,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,耐心
98f4318bd9cd,在不同世界间漫游,Wandering Between Worlds,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,在不同世界间漫游
3a46f877074a,意外,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,意外
e74553f57e8e,上瘾 5,,exact_single,1,Jean Luc Michon,artmajeur.com,https://www.artmajeur.com/jean-luc-michon?view=grid&collections%5B%5D=2220361,上瘾 5
504f295bb23d,幽竹,Quiet Bamboo,exact_single,1,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,幽竹
c53eb2a3583f,入侵者,Intruder,exact_single,1,,,,入侵者
00c441a09cf5,教父 1,,exact_single,1,Jean Luc Michon,artmajeur.com,https://www.artmajeur.com/jean-luc-michon?view=grid&collections%5B%5D=2220361,教父 1
f7513c4b7f7f,爱丽丝,Alice,exact_single,1,,,,爱丽丝
0bc527998d55,保护的海岸线,Protected Coastline,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,保护的海岸线
77516cda554b,竹之气节,The Spirit of Bamboo,exact_single,1,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,竹之气节
41f2b54f4612,香山晴雪,Fragrant Hills in Clear Snow,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,香山晴雪
7f350fb01a7f,梦高原,Dream Plateau,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,梦高原
75e059b33175,友谊是神圣的,Friendship is Sacred,exact_single,1,,,,友谊是神圣的
d55f65df7a2d,不可得性,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,不可得性
45d0ccf60698,胜利,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,胜利
743923a7bf97,死亡之美,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,死亡之美
b29d63fdc787,羊驼,Alpaca,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,羊驼
1da515468f53,恐龙,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,恐龙
0cb8281a6340,行走的道路,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,行走的道路
25e9eca69842,深红色的背景,Crimson Background,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,深红色的背景
638a73151923,童年回忆,,exact_single,1,Milos Hronec,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,童年回忆
a5cee8a3ab8e,东方红,The East is Red,unmatched,0,,,,
6505d0742fc8,文人,Scholar,exact_single,1,,,,文人
a7cbf23fc15c,教士,,unmatched,0,,,,
50a82e02bdcb,救命，爸爸,"Help, Dad",exact_single,1,,,,救命，爸爸
27f77a412f5b,项目_车站_ #18,,exact_single,1,Igor Shulman,artmajeur.com,https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191,项目_车站_ #18
1a8052c3eb75,布达拉宫,Potala Palace,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,布达拉宫
b7c6eb36b083,外面的世界,The Outside World,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,外面的世界
0ec3a3bd55bb,孤独的漫步,Solitary Stroll,exact_single,1,,,,孤独的漫步
d0fc09c944a0,名牌,Famous Brand,exact_single,1,,,,名牌
f15cf677e4db,表象与透明（几何系列）,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,表象与透明（几何系列）
97d10b85be9a,昆仑山下,Beneath Kunlun Mountain,exact_single,1,韩玉臣,hanyuchen.artron.net,https://hanyuchen.artron.net/,昆仑山下
6a97f793926e,心事鸟相知,Birds of the Heart,exact_single,1,,,,心事鸟相知
4db2d8f5862b,腾飞.jpg,Soaring.jpg,exact_single,1,苏大朝,artist.artron.net,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,腾飞.jpg
54282b51fe41,《祖国无处不风光》,Beauty of the Motherland Everywhere,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,《祖国无处不风光》
b76862d85aa1,《她送我的花》,The Flowers She Gave Me,exact_single,1,苏阳阳,artist.artron.net,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,《她送我的花》
b07e178970f7,大地灵魂 1,大地灵魂 1,exact_single,1,,,,大地灵魂 1
738e26e9da4b,光之印记,,unmatched,0,,,,
ca9a04d329e8,佛香阁,Pavilion of Buddhist Incense,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,佛香阁
87a73bb5c9d3,命运中的时区,Time Zones of Fate,exact_single,1,Oluwapelumi Olaosun,artmajeur.com,https://www.artmajeur.com/oluwapelumi-olaosun?view=grid&collections%5B%5D=2301889,命运中的时区
d1436b16d536,香溪,Fragrant Creek,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,香溪
2032d4802382,金百合,Golden Lily,exact_single,1,管朴学,guanpuxue.artron.net,https://guanpuxue.artron.net/,金百合
2c62d9b12c2b,月光河,Moonlight River,exact_single,1,,,,月光河
4d82ca84cd23,逆流而上！,Against the Current!,exact_single,1,,,,逆流而上！
b7fbd2171438,优越动物 狗记者,Superior Animal: Dog Reporter,exact_single,1,,,,优越动物 狗记者
5ca8137ec1fb,阳光窗与瀑布,,exact_single,1,Ta,artmajeur.com,https://www.artmajeur.com/ta00?view=grid&collections%5B0%5D=2214331&page=1,阳光窗与瀑布
8015eee85c20,相信不可能,Believe the Impossible,exact_single,1,Picrate,artmajeur.com,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,相信不可能
7de06ae40d68,草原的风,Wind of the Grassland,exact_single,1,海阳,haiyang.artron.net,https://haiyang.artron.net/works_index_1,草原的风
3e6107998d5b,光,,exact_single,1,Elisa De Montis,artmajeur.com,https://www.artmajeur.com/elisa-de-montis?view=grid&collections%5B%5D=2450866,光
9ee9010c96e9,挑着扁担的母亲,,exact_single,1,Nga Tran,artmajeur.com,https://www.artmajeur.com/nga-tran?view=grid&collections%5B%5D=2287606,挑着扁担的母亲
e7fa6fec758e,火车工,Train Worker,exact_single,1,,,,火车工
30bba9e0c618,归家,Homecoming,exact_single,1,尘三,artist.artron.net,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,归家
c4b250c0e144,《伽玛射线》,Gamma Rays,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,《伽玛射线》
5d9002e19d76,树是通道,Trees Are Portals,exact_single,1,Robert Van Den Herik,artmajeur.com,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,树是通道
7d6b6daa25ee,云豹,,exact_single,1,Bogdan Dide,artmajeur.com,https://www.artmajeur.com/bogdan-dide?view=grid&collections%5B%5D=1714582,云豹
c497f0063c46,佛香瞻相,Buddha's Fragrant Gaze,unmatched,0,,,,
c9ed951462bd,山涧细流,Mountain Stream,exact_single,1,尘三,artist.artron.net,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,山涧细流
b22b74c45116,小熊同他的妈妈,Bear Cub and His Mother,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,小熊同他的妈妈
336a7488f17c,在乔万泉的沐浴,,exact_single,1,Alain Vintenon,artmajeur.com,https://www.artmajeur.com/alain-vintenon?view=grid&collections%5B%5D=2312140,在乔万泉的沐浴
4ca86fb04c8e,流云,Floating Clouds,exact_single,1,海阳,haiyang.artron.net,https://haiyang.artron.net/works_index_1,流云
bdfe89b7480e,在梦的波涛中翱翔,Soaring in the Waves of Dreams,exact_single,1,,,,在梦的波涛中翱翔
32cddc9cd852,黑暗,,exact_single,1,Jean-Humbert Savoldelli,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,黑暗
9cf69d805f56,《丑角》,Clown,ambiguous,2,,,,《丑角》; 丑角
debddb57feb5,超级利益链——旋转,Super Profit Chain - Rotation,exact_single,1,焦小健,baike.artron.net,https://baike.artron.net/artist?id=1958,超级利益链——旋转
294dcdf6f8be,充满阳光的日子,Sunny Days,exact_single,1,海阳,haiyang.artron.net,https://haiyang.artron.net/works_index_1,充满阳光的日子
603ff0f1c705,都江堰,Dujiangyan,exact_single,1,戴泽,daize.artron.net,https://daize.artron.net/,都江堰
6f938b0a5192,山有灵气山中净,"The Spirit of the Mountain, Purity Within",exact_single,1,马章乘,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,山有灵气山中净
fd385674583e,《量子射爆》,Quantum Blast,ambiguous,2,黄建南,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,《量子射爆》
